url,question,answer,manual quote 1,manual quote 2,manual quote 3
https://boardgamegeek.com/thread/2125354/green-production,"During the production phase of preparing for spring or autumn, can you use the production thou get from one card to use for another? I'm thinking specifically about taking the berry you get from a farm and using it for the doctor to get a point token.","Yes, the productions are taken in any order",,,
https://boardgamegeek.com/thread/2833295/rugwort-and-the-fool,"Does playing the fool against Rugwort have an effect? Also, can I use the fool to claim an event if someone else plays it on me? What if I play it against someone else? Can I use it for an event then?","1. Rugwort get -2 at the end of the game with the Fool in his city. 2. Doesn’t get to draw a card from the meadow as usual after you play it. You discard the Fool and an additional card of your choice from his city. 3. If you get the Fool played on you, then the Fool is in your city, so any relevant events are potentially claimable for you. You get -2 if the Fool is still in your city at the end of the game. 4. If you play it on someone else, it is not in your city so you can’t use the Fool to claim an event. Events are for what is in your city, not others’.",,,
https://boardgamegeek.com/thread/2892672/what-does-the-stripes-on-the-tree-root-represent,What does the stripes on the tree root represent?,"The quantity of those cards in the deck. In other words, 2 stripes means two copies of that card.",,,
https://boardgamegeek.com/thread/2396730/clarification-requested-flying-doctor-service-spec,"I just want to confirm: if I claim/achieve this event, it sounds like I will get 3 points at the end of the game for every married pair of mice in EVERY PLAYER'S CITY?  That's my own PLUS every other player's city?","Correct.  Every Husband/Wife pair in every city in the game will grant you three points.  Note that if there is a single Husband in one city and a single Wife in another, that will *not* grant you the three points for that set.",,,
https://boardgamegeek.com/thread/2601631/ruins-and-any-open-construction-card,Say I build the Post Office into my city. Can I visit it?,"Yes. you can visit your own construction. The open sign just means that other players can visit, giving you a little bonus.",,,
https://boardgamegeek.com/thread/2406663/end-scoring-for-event,"If I claim one or more events, do I need to place a worker on them in order to receive the 3 end game scoring points? Or is it enough to just have the event next to my city?","You must place a worker on the event to claim it. Once the event is next to your city, however, you will gain the points whether or not the worker is still on the event.",,,
https://boardgamegeek.com/thread/3150564/abt-drawing-cards,"so like there's the symbol that means to draw certain amount of cards, does that have to be only for the cards under the tree or the meadow ones as well? if it's just for the tree, then can u only draw meadow cards if a card specifies it ?","Cards are always drawn from the deck (""under the tree"") unless specifically told to draw from the meadow.",,,
https://boardgamegeek.com/thread/3196599/if-the-bridge-of-the-sky-is-covered-with-a-constru,"If the Bridge of the Sky is covered with a construction, can I still claim the architect for ""free"" with an occupy token?","Yes. Both cards still exist and function as separate cards, despite sharing one space.",,,
https://boardgamegeek.com/thread/2028752/first-game-play-and-a-few-questions,"The Wife card says that she is worth an extra 3 points ""if paired with a Husband."" What defines ""paired with?"" Do they have to share a space, or can they just be in the same city?","When he played the wife, he could opt to not have them paired, but they would not get their bonus then for being paired. But if they were already paired, he could not separate them.",,,
https://boardgamegeek.com/thread/2596315/question-on-the-game-play,if a worker is at haven can I discard 2 cards to gain resources at any time or only when I put my worker there,"You only take the action of a location when you first place your worker on the location. Note that at the Haven, you can also discard 4 (or more) cards to gain 2 (or more) resources",,,
https://boardgamegeek.com/thread/2169616/a-couple-of-rules-questions,Can Rugwort the Rowdy steal a Poe from an opponent's city?,"No, Rugwort the Rowdy is not allowed to take Legendary constructions or critters.",,,
https://boardgamegeek.com/thread/2038038/wanderer-and-school,"The Wanderer critter does not take up space in your city, but does it count towards the School's critter bonus? (One point for each critter in your city)","Yes, it does.  You still count him for every other game effect except towards the max city size.",,,
https://boardgamegeek.com/thread/2077677/prepare-for-season-solo,"Hello,If you prepare for summer, you may draw 2 cards from the meadow.Does this only apply to the open cards, or also the ones which are blocked by rug worth.Thank you.",You can only take the ones that are not blocked.,,,
https://boardgamegeek.com/thread/2021211/legendary-creature-amilla-glistendew,"Suppose you decide to imprison Amilla (or the Queen, for that matter) along with her worker in the Dungeon. Presumably, the worker is placed on top of the Dungeon and can be collected later?","Yes, I would assume that the Dungeon would work the same way as far as workers go, but the specific examples that have been confirmed are only for the Ruins and the University. As far as collectible vs permanent workers, you could simply remove the permanent workers from the game when you get rid of the card they're on.",,,
https://boardgamegeek.com/thread/2320171/under-using-cost-saving-effect-of-cards,"Can you use a card ability that reduces the cost of playing a critter, even if you're attracting it with a building?",No you cannot use the matching Construction to build it for free and use the Dungeon to make room.,,,
https://boardgamegeek.com/thread/2978246/are-player-powers-card-playing-abilities,Are Player Powers card playing abilities?,"No they are not. But this is in the rulebook. page 5Player PowersUsing Player Powers will give eachplayer a unique ability, based on whichcritter type they choose.All powers are additions to thenormal rules of the game, so they donot replace the normal functions ofworkers that are allowed in the game,and they are not considered “cardplaying abilities.”",,,
https://boardgamegeek.com/thread/2059291/event-card-clarification,Do the Critter cards score themselves at the end of the game as well or do they just contribute towards the Event card?,"They only contribute to the Event card (0, 3, or 6 points for Acorn and 0, 2, 4, or 6 points for Scholars).",,,
https://boardgamegeek.com/thread/2649813/question-about-carnival,It says draw card for every 1 other production or 1 resource for every 2 other production. Does this mean you count all production besides the carnival?Please settle this debate lol,Yeah. The text on the card is very straightforward. Yeah every other means you count all that applies except the card itself.For instance if a critter card said to draw a card for every other critter you have would mean you count all your critters except for the one giving the effect. Just to be clear: you count the number of production cards (not the number of resources produced) in your own city (other players' cards don't count),,,
https://boardgamegeek.com/thread/1916877/placing-points-on-constructions,"For card abilities such as the Chapel's and Clock Tower's that require you to place point tokens on it, do these point tokens come from your pool or the general supply?","They actually come from the general supply. Clocktower: When you play it, you place 3 point tokens on it right away from the general supply. Chapel: Every time you visit the chapel, you add another point token to it from the general supply, and then you get to draw 2 cards for every point token on it.",,,
https://boardgamegeek.com/thread/1938226/questions-after-first-solo-play,What happens when your city is full?,You cannot play any more cards into your city after you reach 15 (except the Wanderer). You can get rid of some cards in your city via certain effects within the game.,,,
https://boardgamegeek.com/thread/2028788/event-an-evening-of-fireworks-question,"For the event An Evening of Fireworks, on the cards it's written Tower and Miner Mole as a requirement. Does it means «Clock Tower» and Miner Mole OR there's another Tower I don't know about ?",This was a printing mistake. It should be Lookout and Miner Mole!,,,
https://boardgamegeek.com/thread/3028280/3-pointmoney-tokens-on-clock-tower-can-this-be-use,What makes it difficult for digital players to notice the rule about card playing abilities not stacking?,"The problem for digital players is possibly worse than that of the physical card owners…. It is very difficult to read that, in part because of the font, the font size and the text/background contrast, and in part because we don’t see it because we don’t want it to be true.",,,
https://boardgamegeek.com/thread/2286232/playing-a-citizen-card-with-construction-question,"After you build a construction, do you immediately play a citizen card for free if the construction card let's you? Also can you wait and play the free card later on?","You only get one action per turn. So for instance you would build the Farm and get your berry. Other player would play a card/get resources/whatever. When it comes back to you, if you want, you can get the matching critter by placing the Occupied Token. From your hand or the Meadow. As you play the card, if the critter is a Production card, its effect takes place right away. You were correct to wait for another turn. You play the Ever tree, wait for your next turn, then play the King. Now some cards like the Postal Pigeon allows you to play it and reveal 2 critters from the deck. You would play one of them for free.",,,
https://boardgamegeek.com/thread/2543983/replay-card-already-in-the-city,"Once I've played a card (let's say the Postal Piggeon) and apply the effect and leave the critter in the city, on a later season, can I play that same pigeon again?",You could play a second Postal Pigeon if you have one in your Hand or in the Meadow. But it does not reactivate. Only the Green Production critters and constructions reactivate. (Unless you are using an expansion but it does not sound like this is the case here),,,
https://boardgamegeek.com/thread/2395172/can-i-from-a-common-construction-call-a-legendary,Can I from a common construction call a legendary critter?,"A Legendary critter cannot be played for free via an occupied token. The only way to play a Legendary critters is to pay the berry cost, or to play it for free via the critter listed in the red banner on the card. Sorry this wasn't clearer in the rules!",,,
https://boardgamegeek.com/thread/2101112/storehouse,"I build a storehouse. I put 1 pebble on it. I want to stack it up, I didn't cash in yet. Next time, can I put another pebble on it or it has to be different from the resource that I put on it previously?","You can repeat resources on it if you wish. Or do different ones. It's your choice. Each the card enters a production phase (from card placement, entering spring or autumn, or triggered by another card/event) you can choose from any of the four options the storehouse grants.  You do not need to either repeat or choose a different item, each production is independent of the others.",,,
https://boardgamegeek.com/thread/2298367/solo-mode-rugwort-prosperty-cards-and-3-points-for,"Will he score all Basic events at the end of game he can achieve at the end of the game, or only those he achieved during all Preparings for the Season?","Rugwort will claim any basic Events he has achieved at the end of the game, in addition to each Prepare for Season action.",,,
https://boardgamegeek.com/thread/2990864/rules-around-hot-air-balloon-and-postal-pigeon-int,"When you use the hot air balloon to copy a postal pigeon and play another card, does the new card also trigger all the same on play effects that the air balloon triggered on placement?",Yes. That new card is being played into your city.,"Air Ballon: Does not take up a space in your city. Copy any card in an opponent's city. Activate it based on your city. May not copy Fool, Main Road, Ruins, or Legendary.",,
https://boardgamegeek.com/thread/2441466/years,Hello!I was just wondering for the solo variant if we are meant to play all 3 years together back to back or choose one to play?Thank you in advance!,Choose one to play. See them as different difficulty levels,,,
https://boardgamegeek.com/thread/2932308/hedgehog-player-power-in-combination-with-judgecra,"Does the hedgehog player power; trade two berries for any resource while playing a card, combine with the crane of judge?","Bellfaire rulebook, p5: Player Powers Using Player Powers will give each player a unique ability, based on which critter type they choose. All powers are additions to the normal rules of the game, so they do not replace the normal functions of workers that are allowed in the game, and they are not considered “cardplaying abilities.”","""Player Powers Using Player Powers will give each player a unique ability, based on which critter type they choose. All powers are additions to the normal rules of the game, so they do not replace the normal functions of workers that are allowed in the game, and they are not considered “cardplaying abilities.""",,
https://boardgamegeek.com/thread/2803265/grey-cloak-s-hideout-the-journey-and-the-rat-who-c,But you are punishing this player by denying him resources because he has government cards.,It is the revised 2nd printing. Should be under files.,,,
https://boardgamegeek.com/thread/2679132/legendary-cards-playing-both-the-theatre-and-the-o,"If playing with legend cards and i built the theatre (unique card) into my city, i then next turn paid for and built the opera house (legend card) into my city would this be an acceptable move as the theatre is linked to the opera house?","This would not be the case as the theatre is a unique construction meaning you can only have one. The details of legend cards are you may pay for the card with resources or if you have the red banner card discard it and play the legend for free, from then on you can not play copies of the red banner card.",,,
https://boardgamegeek.com/thread/2028042/post-office-question,Is that stated in the rules at any point?,"Not that I could see, but it's a pretty standard rule for many games: if taking an action requires you to pay a cost, you can't take the action if you can't pay the cost.Plus, as the game designer, you could take James' response as a ""rule."" It's just not in the published rules.",,,
https://boardgamegeek.com/thread/2280818/the-ranger-and-the-dungeon,Having him out opens a second dungeon cell... so why cant he go into that cell?,"The answer is that as soon as he leaves play, the second cell is no longer available. Since he cannot both be in play and in the dungeon, he cannot exist in the second cell. It's like a paradox logic puzzle.",,,
https://boardgamegeek.com/thread/2250309/end-of-game-final-turn,"Once a player has taken their final action and they pass on the next turn, do all their workers remain in the board or are they removed?","Yes, quite annoying for the UNPREPARED remaining players.",,,
https://boardgamegeek.com/thread/3028280/3-pointmoney-tokens-on-clock-tower-can-this-be-use,Can you alter the price of playing a card with multiple abilities?,"You can only alter the price of playing a card (by reducing the cost or altering the resources being paid) using a single card playing ability. Other effects do stack though, so you can get the benefit of the shopkeeper and the historian if you played a critter.",,,
https://boardgamegeek.com/thread/2627870/quick-question-about-seasons-and-turns,whats there to stop someone from just going on pretty much forever in a season?,"As long as you have workers, you must take an action (either place a worker or play a card). Once you are out of workers, you can either play a card or prepare for season. Most cards require resources, so once you are out of resources, you are forced to prepare for season. In rare instances, a player can go for a long time without having to prepare for season, if he or she has the right cards and resources, but it won't go forever.",,,
https://boardgamegeek.com/thread/2977386/does-moving-a-worker-count-as-placing-a-worker,Does moving a worker count as placing a worker?,"The rulebook for Tickets (Gilded book, page 64) says: You activate the new location as normal, as if you had just deployed your worker.","""You activate the new location as normal, as if you had just deployed your worker.""",,
https://boardgamegeek.com/thread/2610780/dungeon-and-ranger-everdell,Should cards be played face up or face down if a ruling is needed?,"If a ruling is needed, these cards have to be played face up. James wants their accomplishments fully celebrated.",,,
https://boardgamegeek.com/thread/2712779/forest-location-discarding,"So what does it mean that the Index entry for Heat Wave says, ""Each Critter costs 1 additional berry to play. This still applies even if you are using a card-playing ability like an Innkeeper.""? Particularly, the latter sentence.","It was more to show the difference between a card playing ability and an occupied token. if the Critter card costs 3 berries when you play through an Inn, you need to pay an extra berry. If it costs 1 or 2, it is covered by the Inn.While if we used an occupied token, it would not matter how many berries you would need to pay, they are covered no matter what.",,,
https://boardgamegeek.com/thread/2040022/turn-order-question,"When you Prepare for Season, do you then wait for everyone else to finish that season before everyone progresses to the next season?","No, each player does the Prepare for Season action in their own time. If you would like a thematic explanation for this: Here's how I answer it. Everdell is a place situated in a valley, meaning it is surrounded by mountains. Some of the critters will be building their cities near those mountains or even up on those mountains, which will invariably result in different climates among the cities. So while you are technically preparing for seasons at different times, you are also experiencing seasons at different times. I lived in the mountains for years, and people in the valley would be planting gardens while we still had snow. Yes, it was slightly depressing. I live in the valley now.",,,
https://boardgamegeek.com/thread/2627870/quick-question-about-seasons-and-turns,"is there a limit of things you can do, or a limit of turns before you HAVE to change seasons?","Your season will last as long as you have workers to place, cards to play for free or cards to play with your resources. You can stretch or speed up your season, but it won't be unlimited.",,,
https://boardgamegeek.com/thread/2041228/concerning-giving-cards-to-players,"Can you choose to ""give 2 cards"" to a player with 7 cards in hand, even if there's another player with 6 or less?","You must choose someone who has room in their hand for all the cards, if possible. So no, if you're giving 2 cards then you can't give them to someone who has 7 cards unless everyone has at least 7 cards.",,,
https://boardgamegeek.com/thread/2050216/may-not-be-used-with-any-other-card-playing-abilit,Is it possible to combine Cemetery with Dungeon ability?,I don't see how this would even be possible.  The Cemetery allows you to reveal some cards from the deck or discard and then play one for free.  The Dungeon allows you play a card at a reduced cost.  You can't reduce the cost below free.,,,
https://boardgamegeek.com/thread/3247502/green-legendary-cards,can toads (bellfaire expansion) activate green legendary cards a second time (just like other green cards)?,Legendaries cannot be triggered or copied by other effects.,,,
https://boardgamegeek.com/thread/2397530/queen-amilla-and-bellfaire-events,"Hi,Queen Amilla lets you claim an event even if you don’t meet the requirements. The new Bellfaire events often require that you pay or discard as part of claiming. I assume you still have to do that even if using Queen Amilla?",You still have to pay for the requirements,,,
https://boardgamegeek.com/thread/2164520/journey,I know that the journey spaces are exclusive but can a player make more than one journey (over different turns) using different spaces?  eg have a worker on 4 and another worker on the 5 space.,"Yes, one player can be on two or more journey spaces, but don't forget that you have to discard the appropriate number of cards to be able to play an animal there. The Two-point journey space isn't exclusive, of course.",,,
https://boardgamegeek.com/thread/2028539/draw-2-meadow-cards-and-play-1-for-1-any,"My friend and I were playing with the Forest card described in the title (""Draw 2 Meadow cards and play 1 for -1 any""). I interpreted it as ""draw two Meadow cards, and then play one *of those cards you just drew* with a discount of 1 on any resource."" He interpreted it as ""draw two Meadow cards, then play *any card from the Meadow or your hand, including the two you just drew* with a discount of 1 on any resource."" Which of us is correct?","Personally, I would say that you are correct because that phrase of ""Draw 2 Play 1"" and your interpretation of it is rather common in card games. It even appears a few other times in Everdell, such as with the Teacher. When you activate the Teacher you Draw 2 cards, Keep 1 of them and hand the other to another player. You wouldn't draw 2 cards and then hand any 1 card from your hand to another player. It may help your friend to think of that Forest card as saying ""Draw 2 Meadow cards and play 1 OF THEM for -1 any"".",,,
https://boardgamegeek.com/thread/2428641/foxes-player-power,What is considered a non-permanent location?,Permanent locations are locations where you don't get your worker back. For example the Cemetery or the Monastery. Any other location is non-permanent,,,
https://boardgamegeek.com/thread/3066937/first-player-has-big-advantage,What is the 3 Minute Library?,It is a promo card. Mimics a card in Newleaf.,,,
https://boardgamegeek.com/thread/2094226/playing-critters-without-paying-berries,"If a player has a construction in their city and the critter that matches it is available in the meadow on that player's turn, can they play it for free as if it were in their hand?",Yes,,,
https://boardgamegeek.com/thread/2392869/timing,"I have no resources, can I use shopkeeper to buy innkeeper as the shopkeeper ability is to gain a berry",No. The power of the shopkeeper states after you play a critter. You need the berry to play the innkeeper and then the shopkeeper activates.,,,
https://boardgamegeek.com/thread/2624751/messenger-count-as-critter-for-eg-school,"Why do critters under the dungeon not count, but the messenger does?","Cards that share spaces in your city are all still in your city. The cards placed in the Dungeon are not 'sharing its space,' they've effectively been removed from your city. That's why they're placed face-down.",,,
https://boardgamegeek.com/thread/2482963/can-i-refuse-the-cards-given-to-me-by-the-teacher,Can I refuse the cards given to me by the Teacher or Town Crier?,Pretty sure you cannot refuse to receive cards or resources.,,,
https://boardgamegeek.com/thread/2426244/do-you-pay-resource-when-placing-critters-under-sp,Do you pay resource when placing critters under special event cards?,"No, you only pay the cost printed on the card to put the card into your tableau.",,,
https://boardgamegeek.com/thread/2184873/solo-playing-fool-into-a-full-city,What happens when Rugwort plays a Fool but my city has reached the limit of 15 cards in it? Does the Fool get discarded and replaced by a new card from the deck? And/Or I re-roll for Rugwort? Or he just sort of 'skips' the turn?,He would just skip the turn and not play a card. Silly old Rugwort.,,,
https://boardgamegeek.com/thread/2056940/do-cards-count-themselves-palace-courthouse,"Do cards count themselves? (Palace, courthouse)","Both of these are answered in the Index within the Rule Book.Palace: yes, Courthouse: no.",,,
https://boardgamegeek.com/thread/2946575/gardener-greenhouse-combo-question,Does that look like a legit turn or am I not understanding something?,"Looks to me like you're entering pretty high level Everdell play, nice job!",,,
https://boardgamegeek.com/thread/2420058/ruins-to-remove-a-cemetery-question,Suppose we locked some meeples in some into a cemetery. If we play a ruins card on the cemetery what happens to the meeple?,"They are still stuck, you cannot get them back anymore.",,,
https://boardgamegeek.com/thread/2164514/few-questions-need-clarification,"When I use the skill from ""Queen"", can I destroy a Crane to free up a city slot?","No, the Crane cannot be used to ""clear out a spot"" for the Queen's action, both of these are considered ""Card Playing Abilities"" and only one is allowed per turn.",,,
https://boardgamegeek.com/thread/2921040/can-a-blue-governance-card-trigger-itself,Does the legendary cards counts like unique buildings (since they're named 'legendary building')?,"The Legendary cards are unique but not Unique, so they would not count for cards granting bonus points for Unique cards.",,,
https://boardgamegeek.com/thread/2031656/legendary-critters-and-the-ever-tree-and-playing-r,Can the Ever Tree play legendary critters for free?,"No, the Ever Tree cannot grant a free Legendary Critter.",,,
https://boardgamegeek.com/thread/2282520/journey-discard-from-hand-only,"Hi! When placing a worker on a journey: is it allowed to discard city cards? Or from hand only, or a combination of both?",Discard is always from hand.,,,
https://boardgamegeek.com/thread/2441179/2-questions-from-a-new-player,Should you keep your resources hidden from your opponent(s) or should they be kept out in the open for all to see?,Resources are not hidden. But I suppose you could.,,,
https://boardgamegeek.com/thread/2043072/meadow-card-replenishment-timing,"If I play a card from the meadow, do I resolve its effect before replenishing its open space in the meadow?","The meadow is immediately replenished (before the effects of any played card). So if you are playing the Postal Pigeon out of the Meadow the series of events would be: 1. Play Postal Pigeon into your city from the meadow. 2. Replenish the meadow from the draw pile. 3. Resolve Postal Pigeon Effect 3 a. Reveal (to all players) 2 cards from the draw pile (Not impacted by hand limit as these cards do not go into your hand) 3 b. (optional) Play one card of value 3 or less into your city (if not full) 3 c. Discard remaining revealed card(s) The replenishment of the meadow is immediate with the caveat of drawing multiple cards from the meadow (like preparing for summer), all cards are drawn from the meadow prior to replenishment.",,,
https://boardgamegeek.com/thread/2164514/few-questions-need-clarification,Do we reveal a new event in public area when someone finish it?,No.,,,
https://boardgamegeek.com/thread/2756382/fool-and-fairgrounds,Do I have to play the fool in another City or can I play him in mine to sacrifice him to the dungeon?,You cannot play the Fool into your own city,,,
https://boardgamegeek.com/thread/2041401/juggler-forest-card-that-allows-you-to-take-2-card,"For the Juggler, if you decide to pay 1 wood to reveal 1 card, do you need to decide in advance how many wood you will pay, or can you do it one at a time?",You don't need to decide in advance; you can pay 1 wood at a time.,,,
https://boardgamegeek.com/thread/3231108/basic-events-plus-special-events,"At the end of the season, I recover both the meeple and the basic tile event and place it next to my ""player zone"" ! Right ?",That's correct!,,,
https://boardgamegeek.com/thread/2059291/event-card-clarification,Do these critters count towards the City-limit of 15?,Not at all.,,,
https://boardgamegeek.com/thread/2133896/question-about-acorn-thieves-event-card,"when you place two critter cards underneath this event card when you achieve it to get the 3 victory points per card placed, are you then also removing them from your city and thus a) opening up two new spaces in your city and b) not scoring those critters at end-of-game scoring?","Correct, critters are no longer in your city and do not score points beyond the event.",,,
https://boardgamegeek.com/thread/3205933/everdell-starling-games-undertaker-rules,"When playing the Undertaker Unique Critter card, can you unlock a second Cemetery in an opponent's hand?","From the rulebook: ""Cemetery may only have up to 2 workers on it, but the second spot must be unlocked by having a Undertaker in your city.","""Cemetery may only have up to 2 workers on it, but the second spot must be unlocked by having a Undertaker in your city.""",,
https://boardgamegeek.com/thread/2550085/discarding-a-construction-occupied-by-a-critter,"Does Rugwort have the ability to pick up and basic events at the end of autumn, or if his last chance to pick them up at the beginning of autumn?  Thanks","Yes, he should also score them at the end of the game. Sorry, this should have been included in the rules. Thanks for asking!",,,
https://boardgamegeek.com/thread/2577682/finishing-the-game,Can you gain victory points from open spots or are those also considered resources?,"You will still gain victory points after you finish the game if, for instance, someone uses an open red card in your city.",,,
https://boardgamegeek.com/thread/2028042/post-office-question,"Can you place a worker there if you have no cards in hand to give to an opponent?I'm thinking not because it seems like a cost, but still checking anyways.",Nope. You have to have the cards to give.,,,
https://boardgamegeek.com/thread/1938226/questions-after-first-solo-play,If my opponent has a husband and I have a wife and a farm can I copy the husband for the production effect?,"So no, you could not link their Husband card with your Wife/Farm combo. Yes, you could copy their Miner Mole and then activate another green in your city.",,,
https://boardgamegeek.com/thread/2060336/mole-in-solo,How can I use mole in solo?,You use one of Rugwort green buildings if he has any.,,,
https://boardgamegeek.com/thread/3179201/special-event-croak-wart-cure,"If I have a worker on an Inn, what happens to the worker when I discard it?",Put the worker aside until you next prepare for season.If the worker was on a permanent space like the Cemetery you'd discard the worker instead.,,,
https://boardgamegeek.com/thread/2045810/rules-questions-discarding-cards-that-are-in-use-u,Can you ruin a discarded construction?,"If a construction is discarded, it is not in your city and cannot have ruins played on it.",,,
https://boardgamegeek.com/thread/2053651/path-of-the-pilgrims-timing,"Most Special events cards has explicitly written:Once achieved you can change something into points...What about events like Path of The Pilgrims - are points also calculated at the time of achieving the event or once the game is finished?To simplify - are all special events evaluated at the time of achieving them, with no exceptions?","I think most of the special events points are actually evaluated at the end game.So for instance I had one last night (can't remember the name) that was worth points according to how many workers were in my cemetery - I thought it was very clear that that was how many workers in my cemetery by the end of the game when evaluating points. There was nothing to suggest that I gained point tokens at the time of completing the event according to number of workers in my cemetery, it would have used quite different language if that was the case.",,,
https://boardgamegeek.com/thread/2395026/bard-card-immediate-card-effect-tantraveller,"""Up to"" allows to choose the value ""0""?","Yes, 'up to' means you do not have to discard any but you can discard up to 5. 0 is a value below 5, so yes, you may choose this value.",,,
https://boardgamegeek.com/thread/2472305/finished-players-and-victory-points,Can Foxes use their ability to copy legendary Queen?,Foxes can copy Queen.,,,
https://boardgamegeek.com/thread/3028280/3-pointmoney-tokens-on-clock-tower-can-this-be-use,How does the butler open the door for other people if he can’t even open the door for himself?,"Before he is hired, the butler doesn't open the door for himself because... well... that would just be rude.  He knocks on the door and then you open it to let him in for the interview.  Once he is hired, he opens it for everyone else.  The analogy is great.  You were just, apparently, imagining an extremely rude butler.",,,
https://boardgamegeek.com/thread/2519854/2-rules-question-about-destination-cards-and-husba,some cards say reveal cards and some say draw cards. They are essentially the same right.,When the action is reveal it doesn't mean that you get to put the revealed cards in your hand whereas the draw action does.,,,
https://boardgamegeek.com/thread/2794513/historian-allowing-foresight-triggers,"If I have a Historian, and want to play Foresight to replace it, I assume I don't draw the card off of the Historian, since by the time Foresight comes into play, the Historian already left the game into the discard pile. Going by the order of operations in the rulebook.",Correct,,,
https://boardgamegeek.com/thread/2488005/another-spirecrest-rules-question,"Secondly, you're playing Truffle again! Does that entail the extra Truffle resource & card?",No,,,
https://boardgamegeek.com/thread/1938226/questions-after-first-solo-play,Do you activate production cards in any order?,Production cards are activated in any order you choose during the season Production.,,,
https://boardgamegeek.com/thread/2118053/quick-rule-clairfication,When preparing for the season I do not lose my tokens - they go over for next season?,You keep tokens until the end of the game as you count them when scoring at the end of the game.,,,
https://boardgamegeek.com/thread/3181609/which-card-type-is-university-red-or-grey,"Which card type is ""university""? red or grey?",The university is a Red card.,,,
https://boardgamegeek.com/thread/2411469/dungeon-vs-shepherd,"when I move shepherd to Dungeon. I think, I will get 3 berry from it. but where I take it bank or opponent?","You get it from 'the bank'. The exact resources are three berries - where they would have come from is irrelevant, to what the resource cost is. You could have had the shepherd for free if you had the right construction, but you'd still get the three berry resource cost if you later imprisoned it.",,,
https://boardgamegeek.com/thread/2564880/everdell-1st-player,is the player who goes 1st in winter the 1st player every season?,"The first player starts the game and each player then takes their turn clockwise in order. There is no resetting of ‘first player’ as players move into new seasons, you just keep going in clockwise order, ie it’s likely that not all players will be in the same season at the same time or even finish the game at the same time.",,,
https://boardgamegeek.com/thread/2521142/an-evening-of-fireworks,The wood placement is from general supply or from my own supply?,"From your own supply. So before you claim the event, be sure to have the 3 woods so you can get 6 points at the end of the game.",,,
https://boardgamegeek.com/thread/2475527/legenday-sheet,Was there ever a sheet made like in the rulebook that Say exactly what every Legendary card can and can't do,Collector edition rulesheet,,,
https://boardgamegeek.com/thread/2029740/discardingupgrading-destination-cards-with-meeples,Can you play Amelia separately on her own even though you already have a Queen in your city?,No.,,,
https://boardgamegeek.com/thread/3054308/how-does-production-work-on-kids-card-text-with-mu,"Is it correct that green cards are not mandatory, but brown ones are?","Card effects are usually mandatory, but there are a few things you should keep in mind.- players have a handlimit of 8 (base game only). If they need to draw a card but their hand is already full, they just stop drawing cards. If you need to give cards to another player, but can't, those cards are discarded instead. Normally, first you must always choose somebody with space in their hands so you can give as many cards to them as possible. - there are cards in the game where you can pay up to X amount of resources. X can be zero of course, so you can play the Doctor and pay no berries if you wish. - The Haven and Market are SHARED LOCATIONS (from the base game rulebook) The Clocktower specifically refers to the locations next to the river I believe. Before you bring back your workers during a Prepare for Season action, you may return 1 point token from the Clock Tower to the supply and activate one of the Basic or Forest locations where you have a worker deployed.The Haven and Market are neither a Forest or Basic location, so you can't choose them.",,,
https://boardgamegeek.com/thread/2290182/ranger-dungeon,do cards in the dungeon count in any way at the end of game or is it as if they were discarded?,They are considered discarded. Of course a Special Event could maybe give you points. (I don't remember),,,
https://boardgamegeek.com/thread/1959187/what-purpose-do-the-occupied-tokens-serve,What purpose do the occupied tokens serve?,"Each Construction can grant you one certain Critter for free, so the occupied tokens are used to show that you can't get another free Critter out of that Construction.",,,
https://boardgamegeek.com/thread/2396407/draw-2-meadow-cards-and-play-1-for-1-any-resource,"When using the Forest location that says, ""Draw 2 Meadow cards and play 1 for -1 (any resource)"", if I have 8 cards in my hand, can I go on this location?",You can go there but you can't play a card. The discount only applies to a card you drew from the meadow.,,,
https://boardgamegeek.com/thread/2084576/just-finished-our-1st-game-of-everdell-and-have-a,When we were setting the game up it said to place 4 Forest cards in the 4 Forest clearing spaces but it also said that you only used the Forest cards that had the number 4 icon ONLY when playing with 4 players. All 11 of the Forest cards that came in my game had the number 4 icon printed on them. Since there was only 3 of us playing we did not put out any of the Forest cards in the clearings? Was this right or should we have just used 3 of them even though they all said 4 on them?,"The 4 on the forest cards just means that you only use both spaces on that card in a game with 4 players. In a game with less than 4 you only use one of the spots on the card and if someone takes it, this card action is blocked until the worker gets removed when the player enters the next season. So you always put out forest cards but the spaces on them are what is limited in a game with less than 4. Hope that clears it up!",,,
https://boardgamegeek.com/thread/2522359/is-the-monk-over-powered,Is the Monk over powered?,"The Monk played early is great but won't guarantee the Victory. Nor is it always easy. You would have to have two berries to give to an opponent for maximum score of four points. Unless your opponent is goading you into giving two berries....The same way, building Palace, Castle and Ever Tree won't guarantee you a victory.In this tableau building hame, the best harmony of cards will bring victory, not one card alone.",,,
